source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
ER Stress,Transit Amplifying,Lama5,ITGA6_ITGB1,0.003427225108170823,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lama5,ITGA6_ITGB1,0.014387368874205565,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lama5,ITGA6_ITGB1,0.002341137513862534,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lama5,ITGA6_ITGB1,0.0027450485564604614,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Stroma),Lama5,ITGA6_ITGB1,0.0018430618691600183,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lama5,ITGA6_ITGB1,0.0025724109253043685,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lama5,ITGA6_ITGB1,0.0031475484287036134,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Early Absorptive,Lama5,ITGA6_ITGB1,0.009153272497006882,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Early Absorptive,Lama5,ITGA6_ITGB1,0.0014828430468141619,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Early Absorptive,Lama5,ITGA6_ITGB1,0.0017389326340117833,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Early Absorptive,Lama5,ITGA6_ITGB1,0.0011671554262480202,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Early Absorptive,Lama5,ITGA6_ITGB1,0.0016294668044275263,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Early Absorptive,Lama5,ITGA6_ITGB1,0.001994203150037986,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lama5,ITGA6_ITGB1,0.013103669280498545,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lama5,ITGA6_ITGB1,0.0021299290041946243,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lama5,ITGA6_ITGB1,0.002497491951387624,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Late Absorptive,Lama5,ITGA6_ITGB1,0.0016767123280964568,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lama5,ITGA6_ITGB1,0.0023403867551584846,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lama5,ITGA6_ITGB1,0.0028637974316811435,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lama5,ITGA6_ITGB1,0.01204339780901402,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lama5,ITGA6_ITGB1,0.0019558280404229664,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lama5,ITGA6_ITGB1,0.002293415346506591,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Secretory,Lama5,ITGA6_ITGB1,0.0015396002582184422,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lama5,ITGA6_ITGB1,0.0021491199687517556,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lama5,ITGA6_ITGB1,0.0026298679608643774,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lama5,ITGA6_ITGB1,0.00990102531083638,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lama5,ITGA6_ITGB1,0.0016049950625713994,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lama5,ITGA6_ITGB1,0.001882140752139894,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,ER Stress,Lama5,ITGA6_ITGB1,0.0012633349762291573,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lama5,ITGA6_ITGB1,0.0017636758970009335,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lama5,ITGA6_ITGB1,0.0021583883711652524,0,LAMA5_ITGA6_ITGB1,Lama5  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 1,Lamb1,ITGA6_ITGB1,0.009104863695980675,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 2,Lamb1,ITGA6_ITGB1,0.007738227649603436,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Lamb1,ITGA6_ITGB1,0.01406481121659155,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Transit Amplifying,Lamb1,ITGA6_ITGB1,0.011607365631061831,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Stroma),Lamb1,ITGA6_ITGB1,0.010667298708118608,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Early Absorptive,Lamb1,ITGA6_ITGB1,0.006777250601173824,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Late Absorptive,Lamb1,ITGA6_ITGB1,0.009712248166880811,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Secretory,Lamb1,ITGA6_ITGB1,0.00892390908929863,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,ER Stress,Lamb1,ITGA6_ITGB1,0.007332336855449201,0,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.0019104313131800895,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,8.639668573175953e-4,0.03,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.023558947387612772,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.008417519924455979,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.011231908629061925,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.007103121917598142,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.008150347914643448,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.00377163895353163,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lamb3,ITGA6_ITGB1,0.003495110295649381,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.0016219088489991338,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,7.333703296348026e-4,0.04,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.020066695481086402,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.007153309088558059,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.0095490808054411,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.0060351164578023595,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.006925982848312264,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.0032029300493842043,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 2,Lamb3,ITGA6_ITGB1,0.002967973712840795,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.0029628729566014617,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.0013406938051002044,0.02,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lamb3,ITGA6_ITGB1,0.03610596308843185,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.013007946810958725,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Reserve),Lamb3,ITGA6_ITGB1,0.01733031535483907,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.010984693036277847,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.01259692564524561,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.005843402451700191,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Reserve),Lamb3,ITGA6_ITGB1,0.005415802199702333,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.0024403896858258152,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.0011039544833464508,0.02,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lamb3,ITGA6_ITGB1,0.029914268112253707,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.010733149472257337,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Lamb3,ITGA6_ITGB1,0.01431059269768697,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.009060469238386997,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.01039324976887194,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.004815409957854372,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Transit Amplifying,Lamb3,ITGA6_ITGB1,0.004462697009238316,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.00224106203413435,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.001013674087669184,0.02,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lamb3,ITGA6_ITGB1,0.027532847736754948,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.009863177759131508,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lamb3,ITGA6_ITGB1,0.013154508339592749,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.008324935114187807,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.00955056253138871,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.004422954038328142,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lamb3,ITGA6_ITGB1,0.004098868798962489,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Early Absorptive,Lamb3,ITGA6_ITGB1,0.0014194044691377378,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Early Absorptive,Lamb3,ITGA6_ITGB1,0.017601858238242812,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Early Absorptive,Lamb3,ITGA6_ITGB1,0.006264511954797025,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Early Absorptive,Lamb3,ITGA6_ITGB1,0.008365117564802547,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Early Absorptive,Lamb3,ITGA6_ITGB1,0.005284515025761437,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Early Absorptive,Lamb3,ITGA6_ITGB1,0.0060652584026245245,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Early Absorptive,Lamb3,ITGA6_ITGB1,0.002803580664995086,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Early Absorptive,Lamb3,ITGA6_ITGB1,0.0025978429279638676,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Late Absorptive,Lamb3,ITGA6_ITGB1,0.0020388635021541994,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Late Absorptive,Lamb3,ITGA6_ITGB1,9.221135820620672e-4,0.02,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lamb3,ITGA6_ITGB1,0.025106131684902402,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lamb3,ITGA6_ITGB1,0.008979467282201071,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lamb3,ITGA6_ITGB1,0.011979472591635515,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Late Absorptive,Lamb3,ITGA6_ITGB1,0.00757799164399941,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lamb3,ITGA6_ITGB1,0.008694615463498753,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Late Absorptive,Lamb3,ITGA6_ITGB1,0.004024689636041399,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lamb3,ITGA6_ITGB1,0.003729677292056096,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Secretory,Lamb3,ITGA6_ITGB1,0.001872192290941816,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Secretory,Lamb3,ITGA6_ITGB1,8.466560060512262e-4,0.02,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lamb3,ITGA6_ITGB1,0.0230974212151334,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lamb3,ITGA6_ITGB1,0.008250112193891058,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lamb3,ITGA6_ITGB1,0.011009149746075864,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Secretory,Lamb3,ITGA6_ITGB1,0.006961671421069287,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lamb3,ITGA6_ITGB1,0.007988210898166242,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Secretory,Lamb3,ITGA6_ITGB1,0.0036962841297598485,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lamb3,ITGA6_ITGB1,0.0034252613337899624,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,ER Stress,Lamb3,ITGA6_ITGB1,0.0015363386520584154,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,ER Stress,Lamb3,ITGA6_ITGB1,6.946458692675552e-4,0.03,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lamb3,ITGA6_ITGB1,0.01902654316303359,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lamb3,ITGA6_ITGB1,0.006777889270621891,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lamb3,ITGA6_ITGB1,0.009049072127583848,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,ER Stress,Lamb3,ITGA6_ITGB1,0.005718043621264953,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lamb3,ITGA6_ITGB1,0.006562414704179178,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,ER Stress,Lamb3,ITGA6_ITGB1,0.0030342003475720557,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lamb3,ITGA6_ITGB1,0.0028115865508236567,0,LAMB3_ITGA6_ITGB1,Lamb3  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lamc1,ITGA6_ITGB1,0.005674481735746298,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 1,Lamc1,ITGA6_ITGB1,0.0027464912576277735,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lamc1,ITGA6_ITGB1,0.004820239775525065,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 2,Lamc1,ITGA6_ITGB1,0.0023319980414095174,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lamc1,ITGA6_ITGB1,0.008782263633053528,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Lamc1,ITGA6_ITGB1,0.004257547084805144,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lamc1,ITGA6_ITGB1,0.007241021772989946,0,LAMC1_ITGA6_ITGB1,Lamc1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
